Mass,SOM category,C,H,O,S,N,P
289.0201201,tannin-like,10,10,10,0,0,0
317.0262681,tannin-like,10,10,10,0,2,0
305.0150347,unclassified,10,10,11,0,0,0
333.0211827,unclassified,10,10,11,0,2,0
205.0618657,lignin-like,10,10,3,0,2,0
237.0339369,lignin-like,10,10,3,1,2,0
221.0567804,lignin-like,10,10,4,0,2,0
253.0288515,lignin-like,10,10,4,1,2,0
225.0227035,lignin-like,10,10,4,1,0,0
237.051695,lignin-like,10,10,5,0,2,0
269.0237662,lignin-like,10,10,5,1,2,0
241.0176181,lignin-like,10,10,5,1,0,0
253.0466096,lignin-like,10,10,6,0,2,0
285.0186808,lignin-like,10,10,6,1,2,0
316.9907519,lignin-like,10,10,6,2,2,0
257.0125328,lignin-like,10,10,6,1,0,0
269.0415242,tannin-like,10,10,7,0,2,0
301.0135954,tannin-like,10,10,7,1,2,0
273.0074474,tannin-like,10,10,7,1,0,0
257.0302908,tannin-like,10,10,8,0,0,0
285.0364388,tannin-like,10,10,8,0,2,0
317.00851,tannin-like,10,10,8,1,2,0
289.002362,tannin-like,10,10,8,1,0,0
320.9744332,tannin-like,10,10,8,2,0,0
273.0252054,tannin-like,10,10,9,0,0,0
301.0313535,tannin-like,10,10,9,0,2,0
333.0034246,tannin-like,10,10,9,1,2,0
304.9972766,tannin-like,10,10,9,1,0,0
336.9693478,tannin-like,10,10,9,2,0,0
304.0310191,tannin-like,10,11,10,0,1,0
336.0030903,tannin-like,10,11,10,1,1,0
321.0017071,tannin-like,10,11,10,0,0,1
352.9737783,tannin-like,10,11,10,1,0,1
336.9966217,unclassified,10,11,11,0,0,1
220.0727648,lignin-like,10,11,3,0,3,0
208.0615314,lignin-like,10,11,4,0,1,0
240.0336026,lignin-like,10,11,4,1,1,0
272.0056737,lignin-like,10,11,4,2,1,0
236.0676794,lignin-like,10,11,4,0,3,0
268.0397506,lignin-like,10,11,4,1,3,0
224.056446,lignin-like,10,11,5,0,1,0
256.0285172,lignin-like,10,11,5,1,1,0
252.062594,lignin-like,10,11,5,0,3,0
284.0346652,lignin-like,10,11,5,1,3,0
240.0513606,lignin-like,10,11,6,0,1,0
272.0234318,lignin-like,10,11,6,1,1,0
303.995503,lignin-like,10,11,6,2,1,0
268.0575086,lignin-like,10,11,6,0,3,0
300.0295798,lignin-like,10,11,6,1,3,0
257.0220486,lignin-like,10,11,6,0,0,1
256.0462752,tannin-like,10,11,7,0,1,0
288.0183464,tannin-like,10,11,7,1,1,0
284.0524233,tannin-like,10,11,7,0,3,0
316.0244944,tannin-like,10,11,7,1,3,0
273.0169632,tannin-like,10,11,7,0,0,1
272.0411899,tannin-like,10,11,8,0,1,0
304.013261,tannin-like,10,11,8,1,1,0
300.0473379,tannin-like,10,11,8,0,3,0
288.0361045,tannin-like,10,11,9,0,1,0
320.0081757,tannin-like,10,11,9,1,1,0
316.0422525,tannin-like,10,11,9,0,3,0
291.0357701,tannin-like,10,12,10,0,0,0
307.0306847,unclassified,10,12,11,0,0,0
207.0775158,lignin-like,10,12,3,0,2,0
211.043439,lignin-like,10,12,3,1,0,0
223.0724304,lignin-like,10,12,4,0,2,0
255.0445016,lignin-like,10,12,4,1,2,0
239.067345,lignin-like,10,12,5,0,2,0
271.0394162,lignin-like,10,12,5,1,2,0
243.0332682,lignin-like,10,12,5,1,0,0
272.0329477,lignin-like,10,12,6,0,1,1
255.0622597,lignin-like,10,12,6,0,2,0
287.0343308,lignin-like,10,12,6,1,2,0
259.0281828,lignin-like,10,12,6,1,0,0
271.0571743,tannin-like,10,12,7,0,2,0
303.0292455,tannin-like,10,12,7,1,2,0
275.0230974,tannin-like,10,12,7,1,0,0
287.0520889,tannin-like,10,12,8,0,2,0
319.0241601,tannin-like,10,12,8,1,2,0
291.0180121,tannin-like,10,12,8,1,0,0
275.0408555,tannin-like,10,12,9,0,0,0
303.0470035,tannin-like,10,12,9,0,2,0
307.0129267,tannin-like,10,12,9,1,0,0
306.0466692,tannin-like,10,13,10,0,1,0
334.0528172,tannin-like,10,13,10,0,3,0
323.0173572,tannin-like,10,13,10,0,0,1
322.0415838,unclassified,10,13,11,0,1,0
339.0122718,unclassified,10,13,11,0,0,1
226.054338,lignin-like,10,13,3,1,1,0
242.0492526,lignin-like,10,13,4,1,1,0
238.0833295,lignin-like,10,13,4,0,3,0
226.0720961,lignin-like,10,13,5,0,1,0
258.0441672,lignin-like,10,13,5,1,1,0
290.0162384,lignin-like,10,13,5,2,1,0
271.0489321,lignin-like,10,13,5,0,2,1
334.9930744,lignin-like,10,13,5,2,2,1
254.0782441,lignin-like,10,13,5,0,3,0
286.0503153,lignin-like,10,13,5,1,3,0
242.0670107,lignin-like,10,13,6,0,1,0
274.0390819,lignin-like,10,13,6,1,1,0
270.0731587,lignin-like,10,13,6,0,3,0
302.0452299,lignin-like,10,13,6,1,3,0
258.0619253,tannin-like,10,13,7,0,1,0
290.0339965,tannin-like,10,13,7,1,1,0
322.0060677,tannin-like,10,13,7,2,1,0
286.0680733,tannin-like,10,13,7,0,3,0
275.0326133,tannin-like,10,13,7,0,0,1
274.0568399,tannin-like,10,13,8,0,1,0
306.0289111,tannin-like,10,13,8,1,1,0
338.0009823,tannin-like,10,13,8,2,1,0
302.0629879,tannin-like,10,13,8,0,3,0
291.0275279,tannin-like,10,13,8,0,0,1
290.0517545,tannin-like,10,13,9,0,1,0
293.0514202,tannin-like,10,14,10,0,0,0
385.0017106,tannin-like,10,14,10,2,2,0
385.995242,unclassified,10,14,11,1,1,1
400.9966252,unclassified,10,14,11,2,2,0
445.9734612,unclassified,10,14,11,2,3,1
209.0931659,lignin-like,10,14,3,0,2,0
213.059089,lignin-like,10,14,3,1,0,0
225.0880805,lignin-like,10,14,4,0,2,0
334.0090588,lignin-like,10,14,4,2,3,1
229.0540037,lignin-like,10,14,4,1,0,0
241.0829951,lignin-like,10,14,5,0,2,0
257.0779097,lignin-like,10,14,6,0,2,0
261.0438329,lignin-like,10,14,6,1,0,0
273.0728243,tannin-like,10,14,7,0,2,0
305.0448955,tannin-like,10,14,7,1,2,0
277.0387475,tannin-like,10,14,7,1,0,0
289.067739,tannin-like,10,14,8,0,2,0
293.0336621,tannin-like,10,14,8,1,0,0
277.0565056,tannin-like,10,14,9,0,0,0
305.0626536,tannin-like,10,14,9,0,2,0
413.9836319,tannin-like,10,14,9,2,3,1
309.0285767,tannin-like,10,14,9,1,0,0
308.0623192,carbohydrate-like,10,15,10,0,1,0
353.0391552,carbohydrate-like,10,15,10,0,2,1
324.0572339,unclassified,10,15,11,0,1,0
401.006141,unclassified,10,15,11,1,2,1
289.0239806,lipid-like,10,15,2,2,2,1
305.0188952,protein-like,10,15,3,2,2,1
212.0928315,protein-like,10,15,4,0,1,0
321.0138099,protein-like,10,15,4,2,2,1
240.0989795,protein-like,10,15,4,0,3,0
228.0877461,protein-like,10,15,5,0,1,0
260.0598173,protein-like,10,15,5,1,1,0
337.0087245,protein-like,10,15,5,2,2,1
256.0938941,protein-like,10,15,5,0,3,0
244.0826608,aminosugar-like,10,15,6,0,1,0
276.0547319,aminosugar-like,10,15,6,1,1,0
289.0594968,aminosugar-like,10,15,6,0,2,1
353.0036391,aminosugar-like,10,15,6,2,2,1
272.0888088,aminosugar-like,10,15,6,0,3,0
293.0254199,aminosugar-like,10,15,6,1,0,1
260.0775754,carbohydrate-like,10,15,7,0,1,0
292.0496465,carbohydrate-like,10,15,7,1,1,0
324.0217177,carbohydrate-like,10,15,7,2,1,0
288.0837234,carbohydrate-like,10,15,7,0,3,0
277.0482634,carbohydrate-like,10,15,7,0,0,1
309.0203345,carbohydrate-like,10,15,7,1,0,1
353.0213972,carbohydrate-like,10,15,8,1,2,1
293.043178,carbohydrate-like,10,15,8,0,0,1
325.0152492,carbohydrate-like,10,15,8,1,0,1
369.0163118,carbohydrate-like,10,15,9,1,2,1
309.0380926,carbohydrate-like,10,15,9,0,0,1
341.0101638,carbohydrate-like,10,15,9,1,0,1
295.0670703,carbohydrate-like,10,16,10,0,0,0
323.0732183,carbohydrate-like,10,16,10,0,2,0
387.0173606,carbohydrate-like,10,16,10,2,2,0
311.0619849,unclassified,10,16,11,0,0,0
339.0681329,unclassified,10,16,11,0,2,0
403.0122752,unclassified,10,16,11,2,2,0
447.9891112,unclassified,10,16,11,2,3,1
211.1088159,protein-like,10,16,3,0,2,0
320.0297943,protein-like,10,16,3,2,3,1
227.1037306,protein-like,10,16,4,0,2,0
259.0758017,protein-like,10,16,4,1,2,0
336.0247089,protein-like,10,16,4,2,3,1
231.0696537,protein-like,10,16,4,1,0,0
243.0986452,protein-like,10,16,5,0,2,0
352.0196235,protein-like,10,16,5,2,3,1
247.0645683,protein-like,10,16,5,1,0,0
259.0935598,aminosugar-like,10,16,6,0,2,0
291.065631,aminosugar-like,10,16,6,1,2,0
323.0377021,aminosugar-like,10,16,6,2,2,0
263.059483,aminosugar-like,10,16,6,1,0,0
295.0315541,aminosugar-like,10,16,6,2,0,0
275.0884744,carbohydrate-like,10,16,7,0,2,0
307.0605456,carbohydrate-like,10,16,7,1,2,0
279.0543976,carbohydrate-like,10,16,7,1,0,0
263.077241,carbohydrate-like,10,16,8,0,0,0
308.054077,carbohydrate-like,10,16,8,0,1,1
291.083389,carbohydrate-like,10,16,8,0,2,0
323.0554602,carbohydrate-like,10,16,8,1,2,0
295.0493122,carbohydrate-like,10,16,8,1,0,0
279.0721556,carbohydrate-like,10,16,9,0,0,0
307.0783036,carbohydrate-like,10,16,9,0,2,0
371.022446,carbohydrate-like,10,16,9,2,2,0
311.0442268,carbohydrate-like,10,16,9,1,0,0
275.0447161,lipid-like,10,17,1,2,2,1
310.0779693,carbohydrate-like,10,17,10,0,1,0
387.0268765,carbohydrate-like,10,17,10,1,2,1
327.0486573,carbohydrate-like,10,17,10,0,0,1
403.0217911,unclassified,10,17,11,1,2,1
343.0435719,unclassified,10,17,11,0,0,1
291.0396307,lipid-like,10,17,2,2,2,1
243.090403,protein-like,10,17,3,0,2,1
307.0345453,protein-like,10,17,3,2,2,1
214.1084816,protein-like,10,17,4,0,1,0
246.0805528,protein-like,10,17,4,1,1,0
323.0294599,protein-like,10,17,4,2,2,1
262.0754674,protein-like,10,17,5,1,1,0
339.0243745,protein-like,10,17,5,2,2,1
258.1095442,protein-like,10,17,5,0,3,0
247.0740842,protein-like,10,17,5,0,0,1
246.0983108,aminosugar-like,10,17,6,0,1,0
278.070382,aminosugar-like,10,17,6,1,1,0
291.0751468,aminosugar-like,10,17,6,0,2,1
355.0192892,aminosugar-like,10,17,6,2,2,1
274.1044588,aminosugar-like,10,17,6,0,3,0
295.04107,aminosugar-like,10,17,6,1,0,1
262.0932254,carbohydrate-like,10,17,7,0,1,0
294.0652966,carbohydrate-like,10,17,7,1,1,0
307.0700614,carbohydrate-like,10,17,7,0,2,1
371.0142038,carbohydrate-like,10,17,7,2,2,1
354.0435158,carbohydrate-like,10,17,7,2,3,0
279.0639134,carbohydrate-like,10,17,7,0,0,1
311.0359846,carbohydrate-like,10,17,7,1,0,1
310.0602112,carbohydrate-like,10,17,8,1,1,0
355.0370472,carbohydrate-like,10,17,8,1,2,1
327.0308992,carbohydrate-like,10,17,8,1,0,1
339.0598907,carbohydrate-like,10,17,9,0,2,1
371.0319619,carbohydrate-like,10,17,9,1,2,1
311.0537427,carbohydrate-like,10,17,9,0,0,1
343.0258138,carbohydrate-like,10,17,9,1,0,1
342.0595563,carbohydrate-like,10,18,10,0,1,1
389.0330107,carbohydrate-like,10,18,10,2,2,0
434.0098467,carbohydrate-like,10,18,10,2,3,1
329.0547915,carbohydrate-like,10,18,10,1,0,0
405.0279253,unclassified,10,18,11,2,2,0
450.0047613,unclassified,10,18,11,2,3,1
294.0392963,protein-like,10,18,3,2,1,1
213.124466,protein-like,10,18,3,0,2,0
245.0965372,protein-like,10,18,3,1,2,0
322.0454443,protein-like,10,18,3,2,3,1
229.1193806,protein-like,10,18,4,0,2,0
338.040359,protein-like,10,18,4,2,3,1
233.0853038,protein-like,10,18,4,1,0,0
245.1142952,protein-like,10,18,5,0,2,0
277.0863664,protein-like,10,18,5,1,2,0
354.0352736,protein-like,10,18,5,2,3,1
249.0802184,protein-like,10,18,5,1,0,0
261.1092099,aminosugar-like,10,18,6,0,2,0
293.081281,aminosugar-like,10,18,6,1,2,0
370.0301882,aminosugar-like,10,18,6,2,3,1
265.075133,aminosugar-like,10,18,6,1,0,0
249.0979765,carbohydrate-like,10,18,7,0,0,0
294.0748125,carbohydrate-like,10,18,7,0,1,1
322.0809605,carbohydrate-like,10,18,7,0,3,1
281.0700476,carbohydrate-like,10,18,7,1,0,0
265.0928911,carbohydrate-like,10,18,8,0,0,0
357.0431814,carbohydrate-like,10,18,8,2,2,0
297.0649623,carbohydrate-like,10,18,8,1,0,0
329.0370334,carbohydrate-like,10,18,8,2,0,0
326.0646417,carbohydrate-like,10,18,9,0,1,1
390.0087841,carbohydrate-like,10,18,9,2,1,1
373.0380961,carbohydrate-like,10,18,9,2,2,0
418.0149321,carbohydrate-like,10,18,9,2,3,1
312.0936194,carbohydrate-like,10,19,10,0,1,0
389.0425265,carbohydrate-like,10,19,10,1,2,1
329.0643074,carbohydrate-like,10,19,10,0,0,1
361.0363785,carbohydrate-like,10,19,10,1,0,1
328.088534,unclassified,10,19,11,0,1,0
405.0374412,unclassified,10,19,11,1,2,1
345.059222,unclassified,10,19,11,0,0,1
293.0552808,lipid-like,10,19,2,2,2,1
309.0501954,protein-like,10,19,3,2,2,1
216.1241316,protein-like,10,19,4,0,1,0
325.04511,protein-like,10,19,4,2,2,1
244.1302797,protein-like,10,19,4,0,3,0
232.1190463,protein-like,10,19,5,0,1,0
309.0679534,protein-like,10,19,5,1,2,1
341.0400246,protein-like,10,19,5,2,2,1
293.0907969,aminosugar-like,10,19,6,0,2,1
357.0349392,aminosugar-like,10,19,6,2,2,1
265.0846489,aminosugar-like,10,19,6,0,0,1
309.0857115,carbohydrate-like,10,19,7,0,2,1
373.0298539,carbohydrate-like,10,19,7,2,2,1
281.0795635,carbohydrate-like,10,19,7,0,0,1
313.0516347,carbohydrate-like,10,19,7,1,0,1
312.0758613,carbohydrate-like,10,19,8,1,1,0
297.0744781,carbohydrate-like,10,19,8,0,0,1
329.0465493,carbohydrate-like,10,19,8,1,0,1
328.0707759,carbohydrate-like,10,19,9,1,1,0
373.0476119,carbohydrate-like,10,19,9,1,2,1
313.0693927,carbohydrate-like,10,19,9,0,0,1
345.0414639,carbohydrate-like,10,19,9,1,0,1
391.0486607,carbohydrate-like,10,20,10,2,2,0
436.0254967,carbohydrate-like,10,20,10,2,3,1
331.0704416,carbohydrate-like,10,20,10,1,0,0
407.0435754,unclassified,10,20,11,2,2,0
452.0204114,unclassified,10,20,11,2,3,1
347.0653562,unclassified,10,20,11,1,0,0
280.0600318,lipid-like,10,20,2,2,1,1
215.1401161,protein-like,10,20,3,0,2,0
247.1121872,protein-like,10,20,3,1,2,0
279.0842584,protein-like,10,20,3,2,2,0
324.0610944,protein-like,10,20,3,2,3,1
231.1350307,protein-like,10,20,4,0,2,0
263.1071019,protein-like,10,20,4,1,2,0
340.056009,protein-like,10,20,4,2,3,1
235.1009538,protein-like,10,20,4,1,0,0
356.0509237,protein-like,10,20,5,2,3,1
280.0955479,aminosugar-like,10,20,6,0,1,1
340.0737671,aminosugar-like,10,20,6,1,3,1
372.0458383,aminosugar-like,10,20,6,2,3,1
267.0907831,aminosugar-like,10,20,6,1,0,0
296.0904625,carbohydrate-like,10,20,7,0,1,1
324.0966105,carbohydrate-like,10,20,7,0,3,1
283.0856977,carbohydrate-like,10,20,7,1,0,0
312.0853772,carbohydrate-like,10,20,8,0,1,1
359.0588315,carbohydrate-like,10,20,8,2,2,0
328.0802918,carbohydrate-like,10,20,9,0,1,1
375.0537461,carbohydrate-like,10,20,9,2,2,0
279.0760162,lipid-like,10,21,1,2,2,1
314.1092694,carbohydrate-like,10,21,10,0,1,0
391.0581766,carbohydrate-like,10,21,10,1,2,1
423.0302478,carbohydrate-like,10,21,10,2,2,1
331.0799574,carbohydrate-like,10,21,10,0,0,1
395.0240998,carbohydrate-like,10,21,10,2,0,1
330.104184,unclassified,10,21,11,0,1,0
407.0530912,unclassified,10,21,11,1,2,1
347.074872,unclassified,10,21,11,0,0,1
411.0190144,unclassified,10,21,11,2,0,1
295.0709308,lipid-like,10,21,2,2,2,1
311.0658454,protein-like,10,21,3,2,2,1
250.1118529,protein-like,10,21,4,1,1,0
263.1166177,protein-like,10,21,4,0,2,1
327.0607601,protein-like,10,21,4,2,2,1
343.0556747,protein-like,10,21,5,2,2,1
250.1296109,aminosugar-like,10,21,6,0,1,0
359.0505893,aminosugar-like,10,21,6,2,2,1
267.1002989,aminosugar-like,10,21,6,0,0,1
266.1245256,carbohydrate-like,10,21,7,0,1,0
311.1013616,carbohydrate-like,10,21,7,0,2,1
375.0455039,carbohydrate-like,10,21,7,2,2,1
283.0952136,carbohydrate-like,10,21,7,0,0,1
315.0672847,carbohydrate-like,10,21,7,1,0,1
314.0915114,carbohydrate-like,10,21,8,1,1,0
299.0901282,carbohydrate-like,10,21,8,0,0,1
375.063262,carbohydrate-like,10,21,9,1,2,1
315.0850428,carbohydrate-like,10,21,9,0,0,1
379.0291851,carbohydrate-like,10,21,9,2,0,1
410.0349988,unclassified,10,22,10,2,1,1
393.0643108,unclassified,10,22,10,2,2,0
438.0411468,unclassified,10,22,10,2,3,1
409.0592254,unclassified,10,22,11,2,2,0
454.0360614,unclassified,10,22,11,2,3,1
326.0767445,protein-like,10,22,3,2,3,1
221.1216893,protein-like,10,22,3,1,0,0
342.0716591,protein-like,10,22,4,2,3,1
237.1166039,protein-like,10,22,4,1,0,0
358.0665737,protein-like,10,22,5,2,3,1
253.1115185,protein-like,10,22,5,1,0,0
265.14051,unclassified,10,22,6,0,2,0
310.117346,unclassified,10,22,6,0,3,1
269.1064331,unclassified,10,22,6,1,0,0
298.1061126,unclassified,10,22,7,0,1,1
281.1354246,unclassified,10,22,7,0,2,0
314.1010272,unclassified,10,22,8,0,1,1
377.0693962,unclassified,10,22,9,2,2,0
422.0462322,unclassified,10,22,9,2,3,1
317.091177,unclassified,10,22,9,1,0,0
349.0632482,unclassified,10,22,9,2,0,0
281.0916663,lipid-like,10,23,1,2,2,1
393.0738267,unclassified,10,23,10,1,2,1
425.0458978,unclassified,10,23,10,2,2,1
333.0956075,unclassified,10,23,10,0,0,1
397.0397498,unclassified,10,23,10,2,0,1
409.0687413,unclassified,10,23,11,1,2,1
441.0408125,unclassified,10,23,11,2,2,1
349.0905221,unclassified,10,23,11,0,0,1
413.0346645,unclassified,10,23,11,2,0,1
297.0865809,lipid-like,10,23,2,2,2,1
313.0814955,unclassified,10,23,3,2,2,1
221.1312051,unclassified,10,23,3,0,0,1
297.1043389,unclassified,10,23,4,1,2,1
329.0764101,unclassified,10,23,4,2,2,1
313.0992536,unclassified,10,23,5,1,2,1
345.0713247,unclassified,10,23,5,2,2,1
328.1006367,unclassified,10,23,5,2,3,0
253.1210344,unclassified,10,23,5,0,0,1
252.145261,unclassified,10,23,6,0,1,0
361.0662394,unclassified,10,23,6,2,2,1
280.151409,unclassified,10,23,6,0,3,0
344.0955514,unclassified,10,23,6,2,3,0
269.115949,unclassified,10,23,6,0,0,1
268.1401756,unclassified,10,23,7,0,1,0
345.0890828,unclassified,10,23,7,1,2,1
285.1108636,unclassified,10,23,7,0,0,1
284.1350902,unclassified,10,23,8,0,1,0
361.0839974,unclassified,10,23,8,1,2,1
300.1300049,unclassified,10,23,9,0,1,0
364.0741472,unclassified,10,23,9,2,1,0
377.078912,unclassified,10,23,9,1,2,1
409.0509832,unclassified,10,23,9,2,2,1
317.1006929,unclassified,10,23,9,0,0,1
381.0448352,unclassified,10,23,9,2,0,1
395.0799609,unclassified,10,24,10,2,2,0
440.0567969,unclassified,10,24,10,2,3,1
411.0748755,unclassified,10,24,11,2,2,0
456.0517115,unclassified,10,24,11,2,3,1
283.1155585,unclassified,10,24,3,2,2,0
315.1053878,unclassified,10,24,5,2,2,0
283.1510747,unclassified,10,24,7,0,2,0
380.0608196,unclassified,10,24,8,2,1,1
396.0557342,unclassified,10,24,9,2,1,1
283.1073163,unclassified,10,25,1,2,2,1
395.0894767,unclassified,10,25,10,1,2,1
427.0615479,unclassified,10,25,10,2,2,1
443.0564625,unclassified,10,25,11,2,2,1
299.1022309,unclassified,10,25,2,2,2,1
315.0971456,unclassified,10,25,3,2,2,1
331.0920602,unclassified,10,25,4,2,2,1
315.1149036,unclassified,10,25,5,1,2,1
347.0869748,unclassified,10,25,5,2,2,1
363.0818894,unclassified,10,25,6,2,2,1
347.1047329,unclassified,10,25,7,1,2,1
379.076804,unclassified,10,25,7,2,2,1
363.0996475,unclassified,10,25,8,1,2,1
395.0717187,unclassified,10,25,8,2,2,1
379.0945621,unclassified,10,25,9,1,2,1
411.0666333,unclassified,10,25,9,2,2,1
458.0673616,unclassified,10,26,11,2,3,1
298.1537315,unclassified,10,26,5,0,3,1
310.9793179,unclassified,10,4,10,0,2,0
326.9742325,unclassified,10,4,11,0,2,0
215.0098302,condHC-like,10,4,4,0,2,0
246.9819013,condHC-like,10,4,4,1,2,0
202.9985968,condHC-like,10,4,5,0,0,0
231.0047448,condHC-like,10,4,5,0,2,0
262.976816,condHC-like,10,4,5,1,2,0
218.9935114,condHC-like,10,4,6,0,0,0
246.9996594,condHC-like,10,4,6,0,2,0
278.9717306,condHC-like,10,4,6,1,2,0
234.988426,condHC-like,10,4,7,0,0,0
262.994574,condHC-like,10,4,7,0,2,0
266.9604972,condHC-like,10,4,7,1,0,0
250.9833406,condHC-like,10,4,8,0,0,0
278.9894886,condHC-like,10,4,8,0,2,0
310.9615598,condHC-like,10,4,8,1,2,0
282.9554118,condHC-like,10,4,8,1,0,0
266.9782553,condHC-like,10,4,9,0,0,0
294.9844033,condHC-like,10,4,9,0,2,0
339.9612393,condHC-like,10,4,9,0,3,1
298.9503264,condHC-like,10,4,9,1,0,0
297.9840689,unclassified,10,5,10,0,1,0
329.9561401,unclassified,10,5,10,1,1,0
325.9902169,unclassified,10,5,10,0,3,0
313.9789835,unclassified,10,5,11,0,1,0
214.0258146,condHC-like,10,5,3,0,3,0
202.0145812,condHC-like,10,5,4,0,1,0
230.0207292,condHC-like,10,5,4,0,3,0
261.9928004,condHC-like,10,5,4,1,3,0
218.0094958,condHC-like,10,5,5,0,1,0
249.981567,condHC-like,10,5,5,1,1,0
246.0156438,condHC-like,10,5,5,0,3,0
277.987715,condHC-like,10,5,5,1,3,0
234.0044104,condHC-like,10,5,6,0,1,0
265.9764816,condHC-like,10,5,6,1,1,0
297.9485528,condHC-like,10,5,6,2,1,0
262.0105584,condHC-like,10,5,6,0,3,0
249.9993251,condHC-like,10,5,7,0,1,0
281.9713962,condHC-like,10,5,7,1,1,0
278.0054731,condHC-like,10,5,7,0,3,0
309.9775442,condHC-like,10,5,7,1,3,0
341.9496154,condHC-like,10,5,7,2,3,0
265.9942397,condHC-like,10,5,8,0,1,0
297.9663108,condHC-like,10,5,8,1,1,0
294.0003877,condHC-like,10,5,8,0,3,0
325.9724589,condHC-like,10,5,8,1,3,0
281.9891543,condHC-like,10,5,9,0,1,0
313.9612255,condHC-like,10,5,9,1,1,0
309.9953023,condHC-like,10,5,9,0,3,0
298.9598423,condHC-like,10,5,9,0,0,1
284.9888199,unclassified,10,6,10,0,0,0
312.9949679,unclassified,10,6,10,0,2,0
344.9670391,unclassified,10,6,10,1,2,0
328.9898826,unclassified,10,6,11,0,2,0
392.9340249,unclassified,10,6,11,2,2,0
201.0305656,condHC-like,10,6,3,0,2,0
217.0254802,condHC-like,10,6,4,0,2,0
248.9975514,condHC-like,10,6,4,1,2,0
220.9914034,condHC-like,10,6,4,1,0,0
205.0142468,condHC-like,10,6,5,0,0,0
233.0203948,condHC-like,10,6,5,0,2,0
264.992466,condHC-like,10,6,5,1,2,0
236.986318,condHC-like,10,6,5,1,0,0
221.0091615,condHC-like,10,6,6,0,0,0
249.0153095,condHC-like,10,6,6,0,2,0
280.9873806,condHC-like,10,6,6,1,2,0
252.9812326,condHC-like,10,6,6,1,0,0
237.0040761,condHC-like,10,6,7,0,0,0
265.0102241,condHC-like,10,6,7,0,2,0
296.9822953,condHC-like,10,6,7,1,2,0
268.9761473,condHC-like,10,6,7,1,0,0
252.9989907,condHC-like,10,6,8,0,0,0
281.0051387,condHC-like,10,6,8,0,2,0
312.9772099,condHC-like,10,6,8,1,2,0
344.9492811,condHC-like,10,6,8,2,2,0
284.9710619,condHC-like,10,6,8,1,0,0
268.9939053,condHC-like,10,6,9,0,0,0
297.0000533,condHC-like,10,6,9,0,2,0
328.9721245,condHC-like,10,6,9,1,2,0
300.9659765,condHC-like,10,6,9,1,0,0
299.999719,unclassified,10,7,10,0,1,0
331.9717901,unclassified,10,7,10,1,1,0
408.9206973,unclassified,10,7,10,2,2,1
328.005867,unclassified,10,7,10,0,3,0
316.970407,unclassified,10,7,10,0,0,1
360.9714696,unclassified,10,7,11,0,2,1
344.0007816,unclassified,10,7,11,0,3,0
200.04655,condHC-like,10,7,2,0,3,0
220.0073878,condHC-like,10,7,3,1,1,0
216.0414646,condHC-like,10,7,3,0,3,0
204.0302313,condHC-like,10,7,4,0,1,0
236.0023024,condHC-like,10,7,4,1,1,0
249.0070673,condHC-like,10,7,4,0,2,1
232.0363793,condHC-like,10,7,4,0,3,0
264.0084504,condHC-like,10,7,4,1,3,0
220.0251459,condHC-like,10,7,5,0,1,0
251.997217,condHC-like,10,7,5,1,1,0
248.0312939,condHC-like,10,7,5,0,3,0
280.0033651,condHC-like,10,7,5,1,3,0
236.0200605,condHC-like,10,7,6,0,1,0
267.9921317,condHC-like,10,7,6,1,1,0
299.9642028,condHC-like,10,7,6,2,1,0
264.0262085,condHC-like,10,7,6,0,3,0
295.9982797,condHC-like,10,7,6,1,3,0
252.0149751,condHC-like,10,7,7,0,1,0
283.9870463,condHC-like,10,7,7,1,1,0
315.9591175,condHC-like,10,7,7,2,1,0
280.0211231,condHC-like,10,7,7,0,3,0
311.9931943,condHC-like,10,7,7,1,3,0
268.0098897,condHC-like,10,7,8,0,1,0
299.9819609,condHC-like,10,7,8,1,1,0
331.9540321,condHC-like,10,7,8,2,1,0
296.0160377,condHC-like,10,7,8,0,3,0
327.9881089,condHC-like,10,7,8,1,3,0
284.9805777,condHC-like,10,7,8,0,0,1
284.0048044,condHC-like,10,7,9,0,1,0
315.9768755,condHC-like,10,7,9,1,1,0
312.0109524,condHC-like,10,7,9,0,3,0
343.9830235,condHC-like,10,7,9,1,3,0
300.9754923,condHC-like,10,7,9,0,0,1
287.00447,tannin-like,10,8,10,0,0,0
315.010618,tannin-like,10,8,10,0,2,0
318.9765412,tannin-like,10,8,10,1,0,0
302.9993846,unclassified,10,8,11,0,0,0
331.0055326,unclassified,10,8,11,0,2,0
203.0462157,lignin-like,10,8,3,0,2,0
235.0182868,lignin-like,10,8,3,1,2,0
238.98421,lignin-like,10,8,3,2,0,0
219.0411303,lignin-like,10,8,4,0,2,0
251.0132015,lignin-like,10,8,4,1,2,0
223.0070535,lignin-like,10,8,4,1,0,0
235.0360449,lignin-like,10,8,5,0,2,0
267.0081161,lignin-like,10,8,5,1,2,0
298.9801873,lignin-like,10,8,5,2,2,0
239.0019681,lignin-like,10,8,5,1,0,0
251.0309595,lignin-like,10,8,6,0,2,0
283.0030307,lignin-like,10,8,6,1,2,0
314.9751019,lignin-like,10,8,6,2,2,0
254.9968827,lignin-like,10,8,6,1,0,0
267.0258742,tannin-like,10,8,7,0,2,0
298.9979453,tannin-like,10,8,7,1,2,0
330.9700165,tannin-like,10,8,7,2,2,0
