Mass,SOM category,C,H,O,S,N,P
747.0334011,condHC-like,41,17,13,0,0,1
746.0576278,condHC-like,41,17,14,0,1,0
763.0283158,condHC-like,41,17,14,0,0,1
825.9966847,condHC-like,41,17,15,2,1,0
554.1186523,condHC-like,41,17,2,0,1,0
646.0689427,condHC-like,41,17,2,2,3,0
918.0002493,condHC-like,41,17,21,1,3,0
902.0230927,condHC-like,41,17,22,0,3,0
598.119715,condHC-like,41,17,3,0,3,0
662.0638573,condHC-like,41,17,3,2,3,0
631.0853176,condHC-like,41,17,4,0,2,1
678.0587719,condHC-like,41,17,4,2,3,0
694.0536866,condHC-like,41,17,5,2,3,0
634.0932254,condHC-like,41,17,7,0,1,0
683.0359846,condHC-like,41,17,7,1,0,1
678.0942881,condHC-like,41,17,8,0,3,0
666.0830547,condHC-like,41,17,9,0,1,0
758.033345,condHC-like,41,17,9,2,3,0
525.1284887,condHC-like,41,18,1,0,0,0
714.0595563,condHC-like,41,18,10,0,1,1
730.0544709,condHC-like,41,18,11,0,1,1
713.083783,condHC-like,41,18,11,0,2,0
733.0446207,condHC-like,41,18,12,1,0,0
838.017434,condHC-like,41,18,14,1,3,1
633.0736937,condHC-like,41,18,2,2,2,0
905.9807737,condHC-like,41,18,20,1,1,1
649.0686083,condHC-like,41,18,3,2,2,0
665.063523,condHC-like,41,18,4,2,2,0
682.051969,condHC-like,41,18,6,1,1,1
697.0533522,condHC-like,41,18,6,2,2,0
681.0761956,condHC-like,41,18,7,1,2,0
713.0482668,condHC-like,41,18,7,2,2,0
682.0697271,condHC-like,41,18,8,0,1,1
729.0431814,condHC-like,41,18,8,2,2,0
698.0646417,condHC-like,41,18,9,0,1,1
681.0939537,condHC-like,41,18,9,0,2,0
572.111459,condHC-like,41,19,1,1,1,0
632.0896781,condHC-like,41,19,1,2,3,0
761.0425265,condHC-like,41,19,10,1,2,1
712.0997674,condHC-like,41,19,10,0,3,0
777.0374412,condHC-like,41,19,11,1,2,1
793.0323558,condHC-like,41,19,12,1,2,1
812.0174202,condHC-like,41,19,14,2,1,0
765.0439658,condHC-like,41,19,14,0,0,1
764.0681925,condHC-like,41,19,15,0,1,0
648.0845928,condHC-like,41,19,2,2,3,0
664.0795074,condHC-like,41,19,3,2,3,0
680.074422,condHC-like,41,19,4,2,3,0
696.0693366,condHC-like,41,19,5,2,3,0
685.0516347,condHC-like,41,19,7,1,0,1
680.1099381,condHC-like,41,19,8,0,3,0
701.0465493,condHC-like,41,19,8,1,0,1
696.1048527,condHC-like,41,19,9,0,3,0
619.0944292,condHC-like,41,20,1,2,2,0
716.0752064,condHC-like,41,20,10,0,1,1
699.1045184,condHC-like,41,20,10,0,2,0
635.0893438,condHC-like,41,20,2,2,2,0
651.0842584,condHC-like,41,20,3,2,2,0
667.079173,condHC-like,41,20,4,2,2,0
683.0740876,condHC-like,41,20,5,2,2,0
667.0969311,condHC-like,41,20,6,1,2,0
699.0690023,condHC-like,41,20,6,2,2,0
715.0639169,condHC-like,41,20,7,2,2,0
634.1053282,condHC-like,41,21,1,2,3,0
763.0581766,condHC-like,41,21,10,1,2,1
714.1154174,condHC-like,41,21,10,0,3,0
779.0530912,condHC-like,41,21,11,1,2,1
795.0480058,condHC-like,41,21,12,1,2,1
735.0697867,condHC-like,41,21,12,0,0,1
766.0660845,condHC-like,41,21,13,1,1,0
811.0429205,condHC-like,41,21,13,1,2,1
751.0647013,condHC-like,41,21,13,0,0,1
827.0378351,condHC-like,41,21,14,1,2,1
766.0838425,condHC-like,41,21,15,0,1,0
830.0279849,condHC-like,41,21,15,2,1,0
843.0327497,condHC-like,41,21,15,1,2,1
859.0276643,condHC-like,41,21,16,1,2,1
650.1002428,condHC-like,41,21,2,2,3,0
922.0315494,condHC-like,41,21,21,1,3,0
906.0543929,condHC-like,41,21,22,0,3,0
602.1510151,condHC-like,41,21,3,0,3,0
666.0951574,condHC-like,41,21,3,2,3,0
682.0900721,condHC-like,41,21,4,2,3,0
683.0836035,condHC-like,41,21,5,1,2,1
654.1016821,condHC-like,41,21,6,1,1,0
687.0672847,condHC-like,41,21,7,1,0,1
703.0621994,condHC-like,41,21,8,1,0,1
715.0911908,condHC-like,41,21,9,0,2,1
719.057114,condHC-like,41,21,9,1,0,1
529.1597889,condHC-like,41,22,1,0,0,0
621.1100792,condHC-like,41,22,1,2,2,0
701.1201685,condHC-like,41,22,10,0,2,0
733.0922396,condHC-like,41,22,10,1,2,0
734.0857711,condHC-like,41,22,11,0,1,1
717.1150831,condHC-like,41,22,11,0,2,0
733.1099977,condHC-like,41,22,12,0,2,0
925.9892304,condHC-like,41,22,19,2,1,1
637.1049939,condHC-like,41,22,2,2,2,0
894.0349173,condHC-like,41,22,21,0,1,1
653.0999085,condHC-like,41,22,3,2,2,0
669.0948231,condHC-like,41,22,4,2,2,0
685.0897377,condHC-like,41,22,5,2,2,0
654.111198,condHC-like,41,22,6,0,1,1
686.0832692,condHC-like,41,22,6,1,1,1
701.0846523,condHC-like,41,22,6,2,2,0
717.079567,condHC-like,41,22,7,2,2,0
686.1010272,condHC-like,41,22,8,0,1,1
718.0730984,condHC-like,41,22,8,1,1,1
702.0959418,condHC-like,41,22,9,0,1,1
685.1252538,condHC-like,41,22,9,0,2,0
717.097325,condHC-like,41,22,9,1,2,0
730.1020898,condHC-like,41,22,9,0,3,1
544.1706879,condHC-like,41,23,1,0,1,0
636.1209783,condHC-like,41,23,1,2,3,0
765.0738267,condHC-like,41,23,10,1,2,1
781.0687413,condHC-like,41,23,11,1,2,1
720.1147487,condHC-like,41,23,12,0,1,0
797.0636559,condHC-like,41,23,12,1,2,1
813.0585705,condHC-like,41,23,13,1,2,1
753.0803513,condHC-like,41,23,13,0,0,1
752.104578,condHC-like,41,23,14,0,1,0
829.0534851,condHC-like,41,23,14,1,2,1
845.0483998,condHC-like,41,23,15,1,2,1
861.0433144,condHC-like,41,23,16,1,2,1
877.038229,condHC-like,41,23,17,1,2,1
893.0331436,condHC-like,41,23,18,1,2,1
652.1158929,condHC-like,41,23,2,2,3,0
848.0740657,condHC-like,41,23,20,0,1,0
668.1108075,condHC-like,41,23,3,2,3,0
684.1057221,condHC-like,41,23,4,2,3,0
652.151409,condHC-like,41,23,6,0,3,0
673.0880202,condHC-like,41,23,6,1,0,1
689.0829348,condHC-like,41,23,7,1,0,1
701.1119263,condHC-like,41,23,8,0,2,1
684.1412383,condHC-like,41,23,8,0,3,0
705.0778494,condHC-like,41,23,8,1,0,1
672.1300049,condHC-like,41,23,9,0,1,0
700.1361529,condHC-like,41,23,9,0,3,0
623.1257293,condHC-like,41,24,1,2,2,0
784.0506489,condHC-like,41,24,10,2,1,1
703.1358185,condHC-like,41,24,10,0,2,0
800.0455635,condHC-like,41,24,11,2,1,1
812.0745549,condHC-like,41,24,12,1,3,1
832.0353927,condHC-like,41,24,13,2,1,1
828.0694696,condHC-like,41,24,13,1,3,1
848.0480654,condHC-like,41,24,16,1,1,1
639.1206439,condHC-like,41,24,2,2,2,0
563.1652682,condHC-like,41,24,3,0,0,0
671.1104732,condHC-like,41,24,4,2,2,0
687.1053878,condHC-like,41,24,5,2,2,0
703.1003024,condHC-like,41,24,6,2,2,0
672.1217627,condHC-like,41,24,7,0,1,1
655.1510747,condHC-like,41,24,7,0,2,0
719.095217,condHC-like,41,24,7,2,2,0
671.1459893,condHC-like,41,24,8,0,2,0
768.0557342,condHC-like,41,24,9,2,1,1
687.1409039,condHC-like,41,24,9,0,2,0
638.1366283,condHC-like,41,25,1,2,3,0
735.1174056,condHC-like,41,25,10,0,2,1
767.0894767,condHC-like,41,25,10,1,2,1
783.0843914,condHC-like,41,25,11,1,2,1
799.079306,condHC-like,41,25,12,1,2,1
739.1010868,condHC-like,41,25,12,0,0,1
770.0973846,condHC-like,41,25,13,1,1,0
815.0742206,condHC-like,41,25,13,1,2,1
831.0691352,condHC-like,41,25,14,1,2,1
771.090916,condHC-like,41,25,14,0,0,1
847.0640498,condHC-like,41,25,15,1,2,1
798.1212907,condHC-like,41,25,15,0,3,0
863.0589644,condHC-like,41,25,16,1,2,1
879.0538791,condHC-like,41,25,17,1,2,1
895.0487937,condHC-like,41,25,18,1,2,1
654.131543,condHC-like,41,25,2,2,3,0
670.1264576,condHC-like,41,25,3,2,3,0
658.1152242,condHC-like,41,25,4,2,1,0
686.1213722,condHC-like,41,25,4,2,3,0
675.0859122,condHC-like,41,25,4,2,0,1
687.1149036,condHC-like,41,25,5,1,2,1
658.1329822,condHC-like,41,25,6,1,1,0
675.1036702,condHC-like,41,25,6,1,0,1
670.1619737,condHC-like,41,25,7,0,3,0
691.0985849,condHC-like,41,25,7,1,0,1
686.1568883,condHC-like,41,25,8,0,3,0
707.0934995,condHC-like,41,25,8,1,0,1
719.1224909,condHC-like,41,25,9,0,2,1
751.0945621,condHC-like,41,25,9,1,2,1
625.1413794,condHC-like,41,26,1,2,2,0
705.1514686,condHC-like,41,26,10,0,2,0
802.0612136,condHC-like,41,26,11,2,1,1
721.1463832,condHC-like,41,26,11,0,2,0
798.0952904,condHC-like,41,26,11,1,3,1
818.0561282,condHC-like,41,26,12,2,1,1
802.0789716,condHC-like,41,26,13,1,1,1
786.1018151,condHC-like,41,26,14,0,1,1
862.0749489,condHC-like,41,26,15,1,3,1
862.0927069,condHC-like,41,26,17,0,3,1
930.0205305,condHC-like,41,26,19,2,1,1
626.1349108,condHC-like,41,26,2,1,1,1
641.136294,condHC-like,41,26,2,2,2,0
898.0662174,condHC-like,41,26,21,0,1,1
942.06728,condHC-like,41,26,22,0,3,1
657.1312086,condHC-like,41,26,3,2,2,0
641.154052,condHC-like,41,26,4,1,2,0
673.1261232,condHC-like,41,26,4,2,2,0
674.1196547,condHC-like,41,26,5,1,1,1
689.1210378,condHC-like,41,26,5,2,2,0
690.1145693,condHC-like,41,26,6,1,1,1
705.1159525,condHC-like,41,26,6,2,2,0
673.1616394,condHC-like,41,26,8,0,2,0
706.127242,condHC-like,41,26,9,0,1,1
689.156554,condHC-like,41,26,9,0,2,0
640.1522784,condHC-like,41,27,1,2,3,0
769.1051268,condHC-like,41,27,10,1,2,1
785.1000414,condHC-like,41,27,11,1,2,1
801.094956,condHC-like,41,27,12,1,2,1
741.1167369,condHC-like,41,27,12,0,0,1
740.1409635,condHC-like,41,27,13,0,1,0
817.0898707,condHC-like,41,27,13,1,2,1
757.1116515,condHC-like,41,27,13,0,0,1
833.0847853,condHC-like,41,27,14,1,2,1
849.0796999,condHC-like,41,27,15,1,2,1
832.1090119,condHC-like,41,27,15,1,3,0
865.0746145,condHC-like,41,27,16,1,2,1
881.0695291,condHC-like,41,27,17,1,2,1
897.0644438,condHC-like,41,27,18,1,2,1
656.147193,condHC-like,41,27,2,2,3,0
672.1421076,condHC-like,41,27,3,2,3,0
677.1193203,condHC-like,41,27,6,1,0,1
693.1142349,condHC-like,41,27,7,1,0,1
595.1849583,condHC-like,41,28,1,1,2,0
627.1570294,condHC-like,41,28,1,2,2,0
724.1378066,condHC-like,41,28,10,0,1,1
820.0717782,condHC-like,41,28,12,2,1,1
848.0956843,condHC-like,41,28,14,1,3,1
823.0796861,condHC-like,41,28,15,2,0,0
880.0855135,condHC-like,41,28,16,1,3,1
839.0746007,condHC-like,41,28,16,2,0,0
855.0695153,condHC-like,41,28,17,2,0,0
871.06443,condHC-like,41,28,18,2,0,0
887.0593446,condHC-like,41,28,19,2,0,0
643.151944,condHC-like,41,28,2,2,2,0
855.1050315,condHC-like,41,28,21,0,0,0
659.1468587,condHC-like,41,28,3,2,2,0
675.1417733,condHC-like,41,28,4,2,2,0
691.1366879,condHC-like,41,28,5,2,2,0
647.1711414,condHC-like,41,28,8,0,0,0
675.1772894,condHC-like,41,28,8,0,2,0
663.166056,condHC-like,41,28,9,0,0,0
627.1665453,condHC-like,41,29,1,1,2,1
659.1386165,condHC-like,41,29,1,2,2,1
642.1679285,condHC-like,41,29,1,2,3,0
771.1207769,condHC-like,41,29,10,1,2,1
787.1156915,condHC-like,41,29,11,1,2,1
803.1106061,condHC-like,41,29,12,1,2,1
819.1055207,condHC-like,41,29,13,1,2,1
759.1273015,condHC-like,41,29,13,0,0,1
835.1004353,condHC-like,41,29,14,1,2,1
818.1297473,condHC-like,41,29,14,1,3,0
851.09535,condHC-like,41,29,15,1,2,1
834.124662,condHC-like,41,29,15,1,3,0
867.0902646,condHC-like,41,29,16,1,2,1
883.0851792,condHC-like,41,29,17,1,2,1
902.0702436,condHC-like,41,29,19,2,1,0
643.1614599,condHC-like,41,29,2,1,2,1
658.1628431,condHC-like,41,29,2,2,3,0
902.1057597,condHC-like,41,29,23,0,1,0
627.1843033,condHC-like,41,29,3,0,2,1
659.1563745,condHC-like,41,29,3,1,2,1
643.179218,condHC-like,41,29,4,0,2,1
690.1526723,condHC-like,41,29,4,2,3,0
663.1400558,condHC-like,41,29,5,1,0,1
647.1628992,condHC-like,41,29,6,0,0,1
679.1349704,condHC-like,41,29,6,1,0,1
646.1871258,condHC-like,41,29,7,0,1,0
723.136033,condHC-like,41,29,7,1,2,1
739.1309476,condHC-like,41,29,8,1,2,1
722.1602596,condHC-like,41,29,8,1,3,0
537.2223891,condHC-like,41,30,1,0,0,0
629.1726795,condHC-like,41,30,1,2,2,0
790.0975991,condHC-like,41,30,10,2,1,1
802.1265905,condHC-like,41,30,11,1,3,1
758.143286,condHC-like,41,30,12,0,1,1
822.0874283,condHC-like,41,30,12,2,1,1
818.1215051,condHC-like,41,30,12,1,3,1
834.1164198,condHC-like,41,30,13,1,3,1
809.1359377,condHC-like,41,30,18,0,0,0
873.08008,condHC-like,41,30,18,2,0,0
645.1675941,condHC-like,41,30,2,2,2,0
905.0699093,condHC-like,41,30,20,2,0,0
857.1206815,condHC-like,41,30,21,0,0,0
921.0648239,condHC-like,41,30,21,2,0,0
873.1155961,condHC-like,41,30,22,0,0,0
937.0597385,condHC-like,41,30,22,2,0,0
953.0546531,condHC-like,41,30,23,2,0,0
661.1625087,condHC-like,41,30,3,2,2,0
677.1574234,condHC-like,41,30,4,2,2,0
722.1342594,condHC-like,41,30,4,2,3,1
726.1179406,condHC-like,41,30,6,2,1,1
661.1980249,condHC-like,41,30,7,0,2,0
706.1748609,condHC-like,41,30,7,0,3,1
694.1636275,condHC-like,41,30,8,0,1,1
677.1929395,condHC-like,41,30,8,0,2,0
774.1026844,condHC-like,41,30,9,2,1,1
629.1821953,condHC-like,41,31,1,1,2,1
644.1835785,condHC-like,41,31,1,2,3,0
773.1364269,condHC-like,41,31,10,1,2,1
789.1313415,condHC-like,41,31,11,1,2,1
729.1531224,condHC-like,41,31,11,0,0,1
805.1262562,condHC-like,41,31,12,1,2,1
745.148037,condHC-like,41,31,12,0,0,1
821.1211708,condHC-like,41,31,13,1,2,1
837.1160854,condHC-like,41,31,14,1,2,1
820.1453974,condHC-like,41,31,14,1,3,0
853.111,condHC-like,41,31,15,1,2,1
836.140312,condHC-like,41,31,15,1,3,0
869.1059146,condHC-like,41,31,16,1,2,1
852.1352266,condHC-like,41,31,16,1,3,0
885.1008293,condHC-like,41,31,17,1,2,1
901.0957439,condHC-like,41,31,18,1,2,1
917.0906585,condHC-like,41,31,19,1,2,1
645.17711,condHC-like,41,31,2,1,2,1
677.1491811,condHC-like,41,31,2,2,2,1
660.1784931,condHC-like,41,31,2,2,3,0
933.0855731,condHC-like,41,31,20,1,2,1
661.1720246,condHC-like,41,31,3,1,2,1
649.1607912,condHC-like,41,31,4,1,0,1
644.2190947,condHC-like,41,31,5,0,3,0
692.1860805,condHC-like,41,31,6,1,3,0
741.1465977,condHC-like,41,31,8,1,2,1
757.1415123,condHC-like,41,31,9,1,2,1
697.1632931,condHC-like,41,31,9,0,0,1
631.1883296,condHC-like,41,32,1,2,2,0
792.1132491,condHC-like,41,32,10,2,1,1
808.1081637,condHC-like,41,32,11,2,1,1
727.1933334,condHC-like,41,32,11,0,2,0
856.0929076,condHC-like,41,32,14,2,1,1
872.0878222,condHC-like,41,32,15,2,1,1
827.1109862,condHC-like,41,32,15,2,0,0
843.1059008,condHC-like,41,32,16,2,0,0
904.0776515,condHC-like,41,32,17,2,1,1
811.1515877,condHC-like,41,32,18,0,0,0
891.0906447,condHC-like,41,32,19,2,0,0
615.211173,condHC-like,41,32,2,1,2,0
647.1832442,condHC-like,41,32,2,2,2,0
843.141417,condHC-like,41,32,20,0,0,0
907.0855593,condHC-like,41,32,20,2,0,0
859.1363316,condHC-like,41,32,21,0,0,0
923.0804739,condHC-like,41,32,21,2,0,0
875.1312462,condHC-like,41,32,22,0,0,0
939.0753886,condHC-like,41,32,22,2,0,0
955.0703032,condHC-like,41,32,23,2,0,0
631.2060876,condHC-like,41,32,3,1,2,0
663.1781588,condHC-like,41,32,3,2,2,0
632.1996191,condHC-like,41,32,4,0,1,1
648.1945337,condHC-like,41,32,5,0,1,1
776.1183345,condHC-like,41,32,9,2,1,1
699.1694273,condHC-like,41,32,9,1,0,0
631.1978454,unsatHC-like,41,33,1,1,2,1
646.1992286,unsatHC-like,41,33,1,2,3,0
775.152077,lignin-like,41,33,10,1,2,1
715.1738578,lignin-like,41,33,10,0,0,1
791.1469916,lignin-like,41,33,11,1,2,1
730.1929991,lignin-like,41,33,12,0,1,0
807.1419062,lignin-like,41,33,12,1,2,1
823.1368208,lignin-like,41,33,13,1,2,1
839.1317355,lignin-like,41,33,14,1,2,1
822.1610475,lignin-like,41,33,14,1,3,0
855.1266501,lignin-like,41,33,15,1,2,1
871.1215647,lignin-like,41,33,16,1,2,1
887.1164793,lignin-like,41,33,17,1,2,1
858.1345579,lignin-like,41,33,18,1,1,0
903.1113939,lignin-like,41,33,18,1,2,1
842.1574014,lignin-like,41,33,19,0,1,0
919.1063086,lignin-like,41,33,19,1,2,1
902.1356206,lignin-like,41,33,19,1,3,0
647.19276,unsatHC-like,41,33,2,1,2,1
935.1012232,lignin-like,41,33,20,1,2,1
951.1138959,lignin-like,41,33,23,0,2,1
586.2387675,unsatHC-like,41,33,3,0,1,0
666.1778244,unsatHC-like,41,33,4,2,1,0
683.1662705,lignin-like,41,33,6,1,0,1
743.1622477,lignin-like,41,33,8,1,2,1
759.1571624,lignin-like,41,33,9,1,2,1
633.2039796,unsatHC-like,41,34,1,2,2,0
810.1238138,lignin-like,41,34,11,2,1,1
822.1528053,lignin-like,41,34,12,1,3,1
842.113643,lignin-like,41,34,13,2,1,1
797.136807,lignin-like,41,34,13,2,0,0
794.1644153,lignin-like,41,34,14,0,1,1
858.1085577,lignin-like,41,34,14,2,1,1
813.1317217,lignin-like,41,34,14,2,0,0
874.1034723,lignin-like,41,34,15,2,1,1
829.1266363,lignin-like,41,34,15,2,0,0
861.1164655,lignin-like,41,34,17,2,0,0
922.0882161,lignin-like,41,34,18,2,1,1
893.1062948,lignin-like,41,34,19,2,0,0
649.1988942,unsatHC-like,41,34,2,2,2,0
845.157067,lignin-like,41,34,20,0,0,0
909.1012094,lignin-like,41,34,20,2,0,0
861.1519817,lignin-like,41,34,21,0,0,0
877.1468963,lignin-like,41,34,22,0,0,0
941.0910386,lignin-like,41,34,22,2,0,0
893.1418109,lignin-like,41,34,23,0,0,0
957.0859532,lignin-like,41,34,23,2,0,0
633.2394958,unsatHC-like,41,34,5,0,2,0
730.1492407,lignin-like,41,34,6,2,1,1
653.2003335,lignin-like,41,34,6,1,0,0
685.1901628,lignin-like,41,34,8,1,0,0
714.1898422,lignin-like,41,34,9,0,1,1
778.1339846,lignin-like,41,34,9,2,1,1
633.2134955,unsatHC-like,41,35,1,1,2,1
777.1677271,lignin-like,41,35,10,1,2,1
793.1626417,lignin-like,41,35,11,1,2,1
809.1575563,lignin-like,41,35,12,1,2,1
825.1524709,lignin-like,41,35,13,1,2,1
841.1473855,lignin-like,41,35,14,1,2,1
857.1423002,lignin-like,41,35,15,1,2,1
873.1372148,lignin-like,41,35,16,1,2,1
856.1665268,lignin-like,41,35,16,1,3,0
889.1321294,lignin-like,41,35,17,1,2,1
872.1614414,lignin-like,41,35,17,1,3,0
905.127044,lignin-like,41,35,18,1,2,1
921.1219586,lignin-like,41,35,19,1,2,1
904.1512706,lignin-like,41,35,19,1,3,0
937.1168732,lignin-like,41,35,20,1,2,1
952.1182564,lignin-like,41,35,20,2,3,0
953.1295459,lignin-like,41,35,23,0,2,1
684.1883891,unsatHC-like,41,35,5,2,1,0
745.1778978,lignin-like,41,35,8,1,2,1
761.1728124,lignin-like,41,35,9,1,2,1
635.2196297,unsatHC-like,41,36,1,2,2,0
687.2235709,lignin-like,41,36,10,0,0,0
812.1394639,lignin-like,41,36,11,2,1,1
808.1735407,lignin-like,41,36,11,1,3,1
828.1343785,lignin-like,41,36,12,2,1,1
844.1292931,lignin-like,41,36,13,2,1,1
860.1242077,lignin-like,41,36,14,2,1,1
856.1582846,lignin-like,41,36,14,1,3,1
815.1473717,lignin-like,41,36,14,2,0,0
876.1191224,lignin-like,41,36,15,2,1,1
847.137201,lignin-like,41,36,16,2,0,0
863.1321156,lignin-like,41,36,17,2,0,0
879.1270302,lignin-like,41,36,18,2,0,0
831.1778025,lignin-like,41,36,19,0,0,0
895.1219448,lignin-like,41,36,19,2,0,0
847.1727171,lignin-like,41,36,20,0,0,0
911.1168594,lignin-like,41,36,20,2,0,0
863.1676317,lignin-like,41,36,21,0,0,0
879.1625463,lignin-like,41,36,22,0,0,0
943.1066887,lignin-like,41,36,22,2,0,0
895.157461,lignin-like,41,36,23,0,0,0
959.1016033,lignin-like,41,36,23,2,0,0
639.221069,unsatHC-like,41,36,5,1,0,0
655.2159836,lignin-like,41,36,6,1,0,0
671.2108982,lignin-like,41,36,7,1,0,0
671.2286563,lignin-like,41,36,9,0,0,0
703.2007275,lignin-like,41,36,9,1,0,0
779.1833771,lignin-like,41,37,10,1,2,1
795.1782917,lignin-like,41,37,11,1,2,1
811.1732064,lignin-like,41,37,12,1,2,1
827.168121,lignin-like,41,37,13,1,2,1
843.1630356,lignin-like,41,37,14,1,2,1
859.1579502,lignin-like,41,37,15,1,2,1
842.1872622,lignin-like,41,37,15,1,3,0
875.1528648,lignin-like,41,37,16,1,2,1
858.1821768,lignin-like,41,37,16,1,3,0
891.1477795,lignin-like,41,37,17,1,2,1
862.1658581,lignin-like,41,37,18,1,1,0
907.1426941,lignin-like,41,37,18,1,2,1
846.1887015,lignin-like,41,37,19,0,1,0
891.1655375,lignin-like,41,37,19,0,2,1
923.1376087,lignin-like,41,37,19,1,2,1
939.1325233,lignin-like,41,37,20,1,2,1
890.1897641,lignin-like,41,37,20,0,3,0
942.1404312,lignin-like,41,37,23,1,1,0
955.145196,lignin-like,41,37,23,0,2,1
670.2091246,unsatHC-like,41,37,4,2,1,0
747.1935479,lignin-like,41,37,8,1,2,1
763.1884625,lignin-like,41,37,9,1,2,1
798.1601993,lignin-like,41,38,10,2,1,1
794.1942762,lignin-like,41,38,10,1,3,1
810.1891908,lignin-like,41,38,11,1,3,1
830.1500286,lignin-like,41,38,12,2,1,1
826.1841054,lignin-like,41,38,12,1,3,1
846.1449432,lignin-like,41,38,13,2,1,1
797.202184,lignin-like,41,38,13,1,2,0
842.17902,lignin-like,41,38,13,1,3,1
862.1398578,lignin-like,41,38,14,2,1,1
817.1630218,lignin-like,41,38,14,2,0,0
878.1347724,lignin-like,41,38,15,2,1,1
874.1688493,lignin-like,41,38,15,1,3,1
833.1579364,lignin-like,41,38,15,2,0,0
849.152851,lignin-like,41,38,16,2,0,0
865.1477657,lignin-like,41,38,17,2,0,0
881.1426803,lignin-like,41,38,18,2,0,0
833.1934525,lignin-like,41,38,19,0,0,0
849.1883672,lignin-like,41,38,20,0,0,0
913.1325095,lignin-like,41,38,20,2,0,0
865.1832818,lignin-like,41,38,21,0,0,0
881.1781964,lignin-like,41,38,22,0,0,0
945.1223388,lignin-like,41,38,22,2,0,0
897.173111,lignin-like,41,38,23,0,0,0
961.1172534,lignin-like,41,38,23,2,0,0
641.236719,unsatHC-like,41,38,5,1,0,0
734.1805408,lignin-like,41,38,6,2,1,1
657.2316337,lignin-like,41,38,6,1,0,0
641.2544771,lignin-like,41,38,7,0,0,0
686.2313131,lignin-like,41,38,7,0,1,1
733.2047675,lignin-like,41,38,7,2,2,0
673.2265483,lignin-like,41,38,7,1,0,0
749.1996821,lignin-like,41,38,8,2,2,0
782.1652847,lignin-like,41,38,9,2,1,1
781.1990272,lignin-like,41,39,10,1,2,1
797.1939418,lignin-like,41,39,11,1,2,1
813.1888564,lignin-like,41,39,12,1,2,1
829.183771,lignin-like,41,39,13,1,2,1
812.213083,lignin-like,41,39,13,1,3,0
845.1786857,lignin-like,41,39,14,1,2,1
828.2079977,lignin-like,41,39,14,1,3,0
861.1736003,lignin-like,41,39,15,1,2,1
844.2029123,lignin-like,41,39,15,1,3,0
833.1674523,lignin-like,41,39,15,1,0,1
877.1685149,lignin-like,41,39,16,1,2,1
909.1405861,lignin-like,41,39,16,2,2,1
860.1978269,lignin-like,41,39,16,1,3,0
893.1634295,lignin-like,41,39,17,1,2,1
876.1927415,lignin-like,41,39,17,1,3,0
941.1304153,lignin-like,41,39,18,2,2,1
925.1532588,lignin-like,41,39,19,1,2,1
957.1608461,lignin-like,41,39,23,0,2,1
733.2142833,lignin-like,41,39,7,1,2,1
749.2091979,lignin-like,41,39,8,1,2,1
765.2041126,lignin-like,41,39,9,1,2,1
737.1979646,lignin-like,41,39,9,1,0,1
579.2727106,unsatHC-like,41,40,1,1,0,0
800.1758494,lignin-like,41,40,10,2,1,1
816.170764,lignin-like,41,40,11,2,1,1
812.2048408,lignin-like,41,40,11,1,3,1
832.1656786,lignin-like,41,40,12,2,1,1
803.1837572,lignin-like,41,40,13,2,0,0
819.1786719,lignin-like,41,40,14,2,0,0
835.1735865,lignin-like,41,40,15,2,0,0
851.1685011,lignin-like,41,40,16,2,0,0
867.1634157,lignin-like,41,40,17,2,0,0
819.214188,lignin-like,41,40,18,0,0,0
883.1583303,lignin-like,41,40,18,2,0,0
591.3017021,unsatHC-like,41,40,2,0,2,0
627.2396964,unsatHC-like,41,40,2,2,0,0
915.1481596,lignin-like,41,40,20,2,0,0
947.1379888,lignin-like,41,40,22,2,0,0
899.1887611,lignin-like,41,40,23,0,0,0
963.1329034,lignin-like,41,40,23,2,0,0
611.2625399,unsatHC-like,41,40,3,1,0,0
687.2356737,unsatHC-like,41,40,4,2,2,0
659.2295257,unsatHC-like,41,40,4,2,0,0
735.2204175,lignin-like,41,40,7,2,2,0
768.1860201,lignin-like,41,40,8,2,1,1
751.2153322,lignin-like,41,40,8,2,2,0
784.1809348,lignin-like,41,40,9,2,1,1
783.2146772,lignin-like,41,41,10,1,2,1
799.2095919,lignin-like,41,41,11,1,2,1
815.2045065,lignin-like,41,41,12,1,2,1
818.1946563,lignin-like,41,41,13,2,1,0
831.1994211,lignin-like,41,41,13,1,2,1
847.1943357,lignin-like,41,41,14,1,2,1
830.2236477,lignin-like,41,41,14,1,3,0
863.1892503,lignin-like,41,41,15,1,2,1
866.1794001,lignin-like,41,41,16,2,1,0
879.184165,lignin-like,41,41,16,1,2,1
911.1562361,lignin-like,41,41,16,2,2,1
895.1790796,lignin-like,41,41,17,1,2,1
850.2200016,lignin-like,41,41,19,0,1,0
671.2502749,unsatHC-like,41,41,3,1,2,1
719.2350188,lignin-like,41,41,6,1,2,1
735.2299334,lignin-like,41,41,7,1,2,1
767.2020046,lignin-like,41,41,7,2,2,1
751.224848,lignin-like,41,41,8,1,2,1
690.2708554,lignin-like,41,41,9,0,1,0
767.2197626,lignin-like,41,41,9,1,2,1
802.1914994,lignin-like,41,42,10,2,1,1
818.1864141,lignin-like,41,42,11,2,1,1
830.2154055,lignin-like,41,42,12,1,3,1
805.1994073,lignin-like,41,42,13,2,0,0
